Name,Location,Description,Accelerator,Batch,Status
Koshex,"Bengaluru,Karnataka,India",Automating wealth creation for 400M Indian millennials,Y Combinator,S21,
Defy,"Bengaluru,Karnataka,India",Social Crypto Exchange for India,Y Combinator,S21,
KalamLabs,India,STEM Learning via live-gameplay,Y Combinator,S21,
FrontPage,"Bengaluru,Karnataka,India",Social Network for 100M Indian Traders and Investors,Y Combinator,S21,
Levro,"SanFrancisco,CA,USA",Multicurrency bank account for businesses,Y Combinator,S21,
AnanyaHealth,"SanFrancisco,CA,USA",Portable cryoablation to prevent cervical cancer,Y Combinator,S21,
Flowbo,"LosAngeles,CA,USA",Pipe for creators,Y Combinator,S21,
Buzzle,"Philadelphia,PA,USA",Automatic voice-of-customer metrics from sales conversations.,Y Combinator,S21,
SolarMente,"Barcelona,Spain",Sunrun for Europe,Y Combinator,S21,
CatenaBiosciences,"Berkeley,CA,USA",Using protein coupling to cure autoimmune disorders.,Y Combinator,S21,
KarbonCard,"Bengaluru,Karnataka,India",Corporate Card solution for Indian businesses,Y Combinator,S21,
Goodkind,"Toronto,ON,Canada",Video messaging for B2C revenue teams,Y Combinator,S21,
FingoAfrica,"Nairobi,Kenya",A neobank for Africa's 500 million youth,Y Combinator,S21,
Pabio,"Zürich,Switzerland","Asset-light, rent-to-own furniture for Europe",Y Combinator,S21,
Replo,"SanFrancisco,CA,USA","Visual development for React, starting with e-commerce",Y Combinator,S21,
Rootly,"SanFrancisco,CA,USA",Manage incidents like outages directly in Slack,Y Combinator,S21,
Potion,"SanFrancisco,CA,USA",AI for product formulation,Y Combinator,S21,
Level,"SanFrancisco,CA,USA",Fast and simple fintech financing,Y Combinator,S21,
Jestor,"SanFrancisco,CA,USA",Build apps for operations without code.,Y Combinator,S21,
FlowClub,"SanFrancisco,CA,USA",Virtual Co-working Community,Y Combinator,S21,
ConcordMaterials,"NewYork,NY,USA",Automating procurement for construction companies,Y Combinator,S21,
Jupe,"SanFrancisco,CA,USA",Universal Autonomous Housing for 1.5B humans.  ,Y Combinator,S21,
Baraka,Dubai-UnitedArabEmirates,Commission-Free Investment App for the Middle East.,Y Combinator,S21,
Archbee,"Bucharest,Romania",Docs tool for software teams and products,Y Combinator,S21,
Varos,"SanFrancisco,CA,USA",Data sharing platform to compare business KPIs to your peers,Y Combinator,S21,
Gobillion,"NewDelhi,Delhi,India",Pinduoduo for India,Y Combinator,S21,
Carbonfact,"Paris,France",Source of truth for product-level carbon footprint of consumer goods,Y Combinator,S21,
TAG,"Islamabad,IslamabadCapitalTerritory,Pakistan",First Digital Bank (Chime/Revolut/N26) for Pakistan,Y Combinator,S21,
Abstra,"RiodeJaneiro,StateofRiodeJaneiro,Brazil",Deploy Python scripts. Fast,Y Combinator,S21,
Stipop,"SantaMonica,CA,USA",Empowering consumer apps to support stickers in their chat.,Y Combinator,S21,
Customily,"St.Louis,MO,USA",Making it easy to sell personalized products online.,Y Combinator,S21,
Deskimo,Singapore,"Workspaces on demand, paid by the minute.",Y Combinator,S21,
HiveHealth,"MetroManila,Philippines",Simplified digital health insurance for Filipino SMBs,Y Combinator,S21,
MindstateDesignLabs,"Pittsburgh,PA,USA",Next-generation psychedelic therapeutics for mental health,Y Combinator,S21,
Pipekit,"SanFrancisco,CA,USA",Pipekit scales data pipelines for enterprises,Y Combinator,S21,
Superwall,"SanFrancisco,CA,USA",Remotely configure every aspect of your mobile app's paywall,Y Combinator,S21,
OdysAviation,"LosAngeles,CA,USA",Vertical takeoff and landing aircraft for major airlines,Y Combinator,S21,
LegionHealth,"Austin,TX,USA",B2B Mental Health Marketplace,Y Combinator,S21,
TalusBio,"Seattle,WA,USA",Discovering drugs that target the DNA regulome,Y Combinator,S21,
hotglue,"Washington,DC,USA",Native user-facing SaaS integrations for your customers,Y Combinator,S21,
Artillery,"Limerick,Ireland",Modern testing platform for DevOps & SRE,Y Combinator,S21,
Beeper,"PaloAlto,CA,USA",One chat app to rule them all,Y Combinator,S21,
marketfeed,"Kochi,Kerala,India",App that teaches people in India how to trade stocks.,Y Combinator,S21,
AOADx,"Cambridge,MA,USA",Blood Test for Early Detection of Ovarian Cancer  ,Y Combinator,S21,
Contalink,"Monterrey,NuevoLeon,Mexico",We help Accountants automate work and serve their customers online,Y Combinator,S21,
Wabi,"SanFrancisco,CA,USA",We are Shopify for the ,Y Combinator,15BcreatoreconomyinLATAM,
ContainIQ,"Hoboken,NJ,USA",Kubernetes native monitoring and tracing.,Y Combinator,S21,
Hedgehog,"SanJose,CA,USA",Cryptocurrency Robo-adviser. Learn. Track. Trade. Crypto.,Y Combinator,S21,
Reframe(Glucobit),"Atlanta,GA,USA",App to help people quit or cut back on alcohol use,Y Combinator,S21,
Lobby,"London,UK",Local onboarding for the ,Y Combinator,200Bhealthtourismindustry,
Blixo,"Miami,FL,USA",We help companies get paid faster by automating accounts receivables,Y Combinator,S21,
InversionSpace,"LosAngeles,CA,USA",Low-cost return from space,Y Combinator,S21,
Mentorcam,"LosAngeles,CA,USA",Marketplace for 1:1 advice from high-profile experts,Y Combinator,S21,
Epsilon3,"LosAngeles,CA,USA",The OS for spacecraft and complex operations,Y Combinator,S21,
Slope,"SanFrancisco,CA,USA","Buy Now, Pay Later for B2B ",Y Combinator,S21,
PromakhosTherapeutics,"Boston,MA,USA",A therapeutics platform for curing inflammatory disorders,Y Combinator,S21,
Unbox,"SanFrancisco,CA,USA",Collaborative QA for machine learning,Y Combinator,S21,
PaletteHQ,"Paris,France",Manage sales commissions and sales performance,Y Combinator,S21,
Cococart,Singapore,Empowering local businesses to sell online.,Y Combinator,S21,
Palla,"Miami,FL,USA",P2P Cross border payments,Y Combinator,S21,
Hyperseed,"SanFrancisco,CA,USA",No-code platform for finance professionals ,Y Combinator,S21,
Zage,"SanFrancisco,CA,USA",Earn rewards when you pay by bank,Y Combinator,S21,
MarqVision,"LosAngeles,CA,USA",We help global brands remove counterfeits from online marketplaces.,Y Combinator,S21,
Slash,"PaloAlto,CA,USA",The financial operating system for the self employed,Y Combinator,S21,
Hyper,"PaloAlto,CA,USA",Make money on the internet.,Y Combinator,S21,
Brist,"SanFrancisco,CA,USA",Ads for marketplaces,Y Combinator,S21,
VeranoHealth,"SanFrancisco,CA,USA",Nonprofit telehealth coaches for underserved Americans on Medicaid,Y Combinator,S21,
Cache,"SanFrancisco,CA,USA","Online convenience stores fulfilled by tiny, automated dark stores.",Y Combinator,S21,
Canopi,"SanFrancisco,CA,USA",API to measure and eliminate carbon emissions,Y Combinator,S21,
Zepto,"Mumbai,Maharashtra,India",10-Minute Grocery Delivery in India,Y Combinator,W21,
Contentfly,"Toronto,ON,Canada","High quality, on-demand content for hypergrowth companies",Y Combinator,W21,
Houm,"Santiago,SantiagoMetropolitanRegion,Chile",All-in-one real estate marketplace for Latin America,Y Combinator,W21,
"STOKESpaceTechnologies,Inc","Seattle,WA,USA",Seamlessly connecting earth and space,Y Combinator,W21,
Remora,"Detroit,MI,USA",Carbon capture for semi-trucks,Y Combinator,W21,
REGENT,"Boston,MA,USA","Electric boat-planes for fast, affordable regional transportation",Y Combinator,W21,
Kiwify,"BalneárioCamboriú-StateofSantaCatarina,Brazil",Create & sell online courses,Y Combinator,W21,
NanoTechnologies,"HoànKiếm,Hanoi,Vietnam",Payroll app to pay workers daily for retailers & manufacturers in SEA,Y Combinator,W21,
Flux,"Lagos,Nigeria",Cross border Payments infrastructure for internet businesses and…,Y Combinator,W21,
Meru.com,"MexicoCity,CDMX,Mexico",The leading B2B wholesale marketplace in Latin America.,Y Combinator,W21,
eqtble,"NewYork,NY,USA","Next-gen HR analytics platform, turning employee data into insights",Y Combinator,W21,
Journey,Unkown,No code platform for sales to tell better stories and win more deals.,Y Combinator,W21,
Blotout,"Fremont,CA,USA",Modern data infrastructure for sales and marketing,Y Combinator,W21,
Blushh,"Seoul,SouthKorea",Sensual audio for women in Asia,Y Combinator,W21,
Kanda,"Birmingham,UK",Affirm for general contractors,Y Combinator,W21,
Infra,"SanFrancisco,CA,USA",Manage access to cloud infrastructure,Y Combinator,W21,
Chorus,"SanFrancisco,CA,USA",Mobile app and coaching program that helps employees sleep better,Y Combinator,W21,
NextPay,"Makati,MetroManila,Philippines",The digital bank for small businesses in the Philippines.,Y Combinator,W21,
Camlist,"London,UK",Buy and sell anything using short videos.,Y Combinator,W21,
Alltruists,"LosAngeles,CA,USA","Kid-friendly, at-home volunteer projects in a box, delivered bimonthly",Y Combinator,W21,
Tackle,"SantaClara,CA,USA",Intelligent business calendaring,Y Combinator,W21,
MagicBell,"Barcelona,Spain",The notification inbox for web/mobile applications.,Y Combinator,W21,
Terra,"London,UK","Plaid for health, fitness and wellness",Y Combinator,W21,
ReshapeBiotech,"Copenhagen,Denmark",Robots that automate the everyday tasks of microbiologists.,Y Combinator,W21,
PipeBio,"Aarhus,Denmark",PipeBio is a SaaS bioinformatics platform to develop antibody drugs.,Y Combinator,W21,
Shepherd,"SanFrancisco,CA,USA",Modernizing insurance for commercial construction,Y Combinator,W21,
SwiftSku,"Birmingham,AL,USA",Management and analytics software for convenience stores,Y Combinator,W21,
Kilobaser,"Graz,Austria",Desktop DNA Printer. The Nespresso Machine for DNA.,Y Combinator,W21,
MyNextDerma,"Zapopan,Jalisco,Mexico",Dermatology telehealth app for LatAm,Y Combinator,W21,
H3XTechnologies,"Denver,CO,USA",The lightest electric aircraft motors in the world.,Y Combinator,W21,
Bloom,"SanFrancisco,CA,USA",Investing for teens,Y Combinator,W21,
Clear,"London,UK",The integrated social commerce app for skincare.,Y Combinator,W21,
Mayan,"LasVegas,NV,USA",A growth automation platform for Amazon sellers,Y Combinator,W21,
Triomics,"Gurugram,Haryana,India",Technology-powered high-quality clinical trials,Y Combinator,W21,
Arpio,"Durham,NC,USA",Recover from any outage in 10 minutes or less.,Y Combinator,W21,
Authologic,"Warsaw,Poland",Stripe for online identity verification,Y Combinator,W21,
Waydev,"SanFrancisco,CA,USA",The Development Analytics Intelligence Platform,Y Combinator,W21,
NuntiusTherapeutics,"London,UK",Cell-specific mRNA and gene editing therapies,Y Combinator,W21,
MindPortal,"SanFrancisco,CA,USA",The future of personal computing,Y Combinator,W21,
MeetAnyway,"Stuttgart,Germany",We help run engaging online conferences.,Y Combinator,W21,
AvionSchool,"Manila,MetroManila,Philippines",We teach Filipinos to become remote software engineers globally.,Y Combinator,W21,
ForcyteBiotechnologies,"LosAngeles,CA,USA","Discover drugs that control how much cells ""squeeze"" to treat disease",Y Combinator,W21,
boitas.com,"Monterrey,NuevoLeon,Mexico",Largest B2B eCommerce platform for SMBs in Latin America. ,Y Combinator,W21,
Runops,"SãoPaulo,StateofSãoPaulo,Brazil",Code review for DevOps tasks,Y Combinator,W21,
Routine,"Paris,France","Tasks, notes and calendar in one blazingly fast productivity app",Y Combinator,W21,
Djamo,"Abidjan,Côted'Ivoire",Challenger Bank for consumers in French speaking Africa.,Y Combinator,W21,
TuringCollege,"Vilnius,Lithuania",Web3 coding school,Y Combinator,W21,
HUBUC,"Barcelona,Spain",The next generation of Banking-as-a-service platform,Y Combinator,W21,
Wasp,"Zagreb,Croatia",Configuration language for building enterprise web apps 10x faster,Y Combinator,W21,
Blink,"Milan,MetropolitanCityofMilan,Italy",Same-day delivery for e-commerce companies in Europe.,Y Combinator,W21,
Vendease,"Lagos,Nigeria",Where restaurants in Africa buy food supplies,Y Combinator,W21,
Jiga,"TelAviv-Yafo,Israel",Jiga makes it easy for companies to purchase parts,Y Combinator,W21,
Mezli,"SanMateo,CA,USA","Autonomous restaurants that make great, affordable meals.",Y Combinator,W21,
Cheqout,"SanFrancisco,CA,USA",Mobile ordering & payments for Brick & Mortars,Y Combinator,W21,
Broad,"London,UK",The multicurrency account and card for Brazilians,Y Combinator,W21,
Estoca,"SãoPaulo,StateofSãoPaulo,Brazil",Logistics Operating System for E-commerces in Latam,Y Combinator,W21,
Recover,"SanDiego,CA,USA",Government-funded online addiction treatment,Y Combinator,W21,
Navattic,"NewYork,NY,USA",Interactive product demos,Y Combinator,W21,
Mystic,"Bath,UK",Infrastructure as a service for data-scientists,Y Combinator,W21,
UPchieve,"NewYork,NY,USA","Connecting low-income HS students with free, 24/7 online tutoring",Y Combinator,W21,
Awari,"SãoPaulo,StateofSãoPaulo,Brazil",Building a modern career development platform in Latam,Y Combinator,W21,
Somos,"Medellín,Medellin,Antioquia,Colombia",Internet for the urban developing world.,Y Combinator,W21,
Voosh,"Bengaluru,Karnataka,India",10- Minute Food Delivery in India,Y Combinator,W21,
Friz,Singapore,Neobank for freelancers in South-east Asia and South Asia,Y Combinator,W21,
Poliglota,"Santiago,SantiagoMetropolitanRegion,Chile","The online language school for Latam, with groups led by an instructor",Y Combinator,W21,
NowPay,"Cairo,CairoGovernorate,Egypt",Employer backed payroll advances for employees in Egypt,Y Combinator,W21,
Axolo,"Paris,France",Collaboration app for engineering teams,Y Combinator,W21,
Dayra,"Cairo,CairoGovernorate,Egypt",Data-driven embedded Financial Services for Gig Workers,Y Combinator,W21,
Dressd,"LosAngeles,CA,USA",Make infinite ,Y Combinator,offofclothesinyourclosetwithoutsellingthem,
wOS,"MexicoCity,CDMX,Mexico","Rewards based fitness platform with live and +1,000 on-demand classes",Y Combinator,W21,
Prospa,"Lagos,Nigeria",Neo bank for micro businesses in Nigeria,Y Combinator,W21,
Jetdocs,"Toronto,ON,Canada",Integrate and fast-track internal requests to the right person or team,Y Combinator,W21,
Gigs,"Berlin,Germany",Stripe for SIM cards. Phone & data plans through an API globally.,Y Combinator,W21,
BusinessOnBot,"Bengaluru,Karnataka,India",Automated user acquisition & selling on WhatsApp for businesses,Y Combinator,W21,
Uiflow,"SanFrancisco,CA,USA",No-code platform for enterprise software companies,Y Combinator,W21,
Spline,"12350PinecrestRd,Reston,VA20191,USA","A 3d design tool for the web, without coding.",Y Combinator,W21,
OlaClick,"Lima,Peru",We make it easy for SMBs in Latam to take direct orders on WhatsApp,Y Combinator,W21,
Treinta,"Bogota,Colombia",Digital ledger App for Latam microbusinesses,Y Combinator,W21,
Svix,"SanFrancisco,CA,USA","Enterprise ready webhooks service, open-source and in the cloud",Y Combinator,W21,
Foster,"NewYork,NY,USA",A better way to write.,Y Combinator,W21,
Machine26,"Berlin,Germany",Marketplace for construction machines,Y Combinator,W21,
LeapClub,"Delhi,India",Curated marketplace for healthy organic groceries,Y Combinator,W21,
inBalance,"Cambridge,MA,USA","Electricity price forecasts for energy storage, ev charging, etc.",Y Combinator,W21,
RHealthAI,"SantaClara,CA,USA",AI tools to manage chronic conditions,Y Combinator,W21,
FlowEQ,"Pleasanton,CA,USA",No-code workflow tool,Y Combinator,W21,
Alpas,"Berlin,Germany",Software for procurement departments to find suppliers 10x faster,Y Combinator,W21,
GreaseBoss,"SunshineCoastQLD,Australia",GreaseBoss verifes industrial machinery is greased correctly,Y Combinator,W21,
Blade,"SanFrancisco,CA,USA",Ramp for Gen Z consumers,Y Combinator,W21,
MoonshotBrands,"Oakland,CA,USA",Buy and grow profitable e-commerce companies selling on Amazon and DTC,Y Combinator,W21,
Dataherald,"LosAngeles,CA,USA",Helping people see and understand the world’s data,Y Combinator,W21,
Kidato,"Nairobi,Kenya",Online school for K12 education in Africa,Y Combinator,W21,
FlutterFlow,"MountainView,CA,USA",Low-code app builder,Y Combinator,W21,
AgendaPro,"Santiago,SantiagoMetropolitanRegion,Chile",Shopify for Beauty and Wellness businesses in Latam,Y Combinator,W21,
Kitemaker,"Oslo,Norway",A faster and more collaborative alternative to Jira for remote teams,Y Combinator,W21,
Infracost,"Edinburgh,UK",Love your cloud bill!💰📉,Y Combinator,W21,
Chatwoot,"SanFrancisco,CA,USA","Open-source customer engagement suite, alternative to Intercom",Y Combinator,W21,
Prendea,"Barranco,Peru",Live afterschool classes for Spanish-speaking kids ages 4 to 15.,Y Combinator,W21,
Pagaloop,"MexicoCity,CDMX,Mexico",Finance SMBs’ working capital needs with personal credit cards.,Y Combinator,W21,
Sturdy,"Stockholm,Sweden",Simple & efficient code collaboration,Y Combinator,W21,
Ziina,Dubai-UnitedArabEmirates,A digital wallet for the Middle East & North Africa,Y Combinator,W21,
VueStorefront,"Warsaw,Poland",Frontend Platform for eCommerce,Y Combinator,W21,
Lunatic,"Vienna,Austria",Operating System for server-side apps,Y Combinator,W21,
Zealth,"Bengaluru,Karnataka,India",Software for remote monitoring of cancer patients,Y Combinator,W21,
